Product,Brand,Category,Review Date,Review Text,Review Title,Rating
Espresso Machine,Breville,Home Appliances,2022-04-04,Decent product but not worth the price. I expected better durability. I've had it for 21 months.,Would not buy again,1
Digital Camera,Canon,Photography,2023-11-07,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 16 months.",Exceeded my expectations,3
Electric Toothbrush,Oral-B,Health & Personal Care,2023-03-26,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 4 months.","Meh, just okay",4
Digital Camera,Canon,Photography,2023-02-22,Decent product but not worth the price. I expected better durability. I've had it for 6 months.,"Meh, just okay",1
Robot Vacuum,iRobot,Home Appliances,2023-11-03,Very pleased with this! Works as expected and easy to use. I've had it for 12 months.,Good but not great,1
Smart TV,Samsung,Electronics,2023-04-07,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 2 months.",Very disappointed,4
Smart Thermostat,Nest,Smart Home,2022-11-09,This exceeded my expectations! The design and performance are outstanding. I've had it for 23 months.,Fantastic product!,5
Digital Camera,Canon,Photography,2022-06-18,"Terrible build quality, not recommended at all. I've had it for 21 months.",Excellent quality!,2
Fitness Tracker,Fitbit,Wearables,2022-07-02,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 23 months.",Not worth it,2
Electric Toothbrush,Oral-B,Health & Personal Care,2023-01-10,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 19 months.",Good but not great,5
Robot Vacuum,iRobot,Home Appliances,2023-06-28,Decent product but not worth the price. I expected better durability. I've had it for 15 months.,Excellent quality!,2
Smart Thermostat,Nest,Smart Home,2023-09-30,"Terrible build quality, not recommended at all. I've had it for 18 months.",Good but not great,4
Espresso Machine,Breville,Home Appliances,2023-09-03,Does the job but not as well as I had hoped. Could be improved. I've had it for 15 months.,Exceeded my expectations,2
Espresso Machine,Breville,Home Appliances,2023-08-14,This product has been amazing. I use it every day with no issues. I've had it for 6 months.,Not worth it,4
Robot Vacuum,iRobot,Home Appliances,2022-09-02,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 8 months.","Meh, just okay",4
Smart TV,Samsung,Electronics,2022-07-19,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 10 months.",Good but not great,2
Espresso Machine,Breville,Home Appliances,2022-03-21,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 23 months.",Not worth it,3
Wireless Keyboard,Logitech,Accessories,2022-05-16,Completely disappointed. It broke after minimal use. I've had it for 12 months.,Not worth it,2
Robot Vacuum,iRobot,Home Appliances,2023-02-05,"Terrible build quality, not recommended at all. I've had it for 21 months.",Highly recommended,4
Fitness Tracker,Fitbit,Wearables,2022-10-04,Does the job but not as well as I had hoped. Could be improved. I've had it for 21 months.,Fantastic product!,3
Smart TV,Samsung,Electronics,2022-09-18,Does the job but not as well as I had hoped. Could be improved. I've had it for 12 months.,Good but not great,5
Laptop Backpack,Samsonite,Luggage & Travel,2023-02-14,"Terrible build quality, not recommended at all. I've had it for 12 months.",Very disappointed,1
Digital Camera,Canon,Photography,2022-06-08,Decent product but not worth the price. I expected better durability. I've had it for 12 months.,Would not buy again,1
Robot Vacuum,iRobot,Home Appliances,2022-02-28,Very pleased with this! Works as expected and easy to use. I've had it for 12 months.,Fantastic product!,3
Smart Thermostat,Nest,Smart Home,2023-06-28,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 4 months.",Highly recommended,3
Gaming Headset,Razer,Electronics,2022-02-12,"Terrible build quality, not recommended at all. I've had it for 16 months.","Meh, just okay",5
Electric Toothbrush,Oral-B,Health & Personal Care,2022-07-14,Very pleased with this! Works as expected and easy to use. I've had it for 3 months.,Would not buy again,5
Robot Vacuum,iRobot,Home Appliances,2022-05-29,Very pleased with this! Works as expected and easy to use. I've had it for 3 months.,Exceeded my expectations,2
Laptop Backpack,Samsonite,Luggage & Travel,2023-05-08,This exceeded my expectations! The design and performance are outstanding. I've had it for 10 months.,Terrible experience,2
Espresso Machine,Breville,Home Appliances,2022-08-23,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 7 months.","Meh, just okay",1
Wireless Keyboard,Logitech,Accessories,2022-09-29,Does the job but not as well as I had hoped. Could be improved. I've had it for 17 months.,Excellent quality!,4
Robot Vacuum,iRobot,Home Appliances,2022-01-28,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 20 months.",Very disappointed,3
Fitness Tracker,Fitbit,Wearables,2022-11-13,Very pleased with this! Works as expected and easy to use. I've had it for 12 months.,Not worth it,2
Laptop Backpack,Samsonite,Luggage & Travel,2022-12-14,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 13 months.",Exceeded my expectations,3
Smart Thermostat,Nest,Smart Home,2023-07-10,Very pleased with this! Works as expected and easy to use. I've had it for 18 months.,Exceeded my expectations,2
Laptop Backpack,Samsonite,Luggage & Travel,2022-12-03,Very pleased with this! Works as expected and easy to use. I've had it for 9 months.,Highly recommended,4
Espresso Machine,Breville,Home Appliances,2022-07-27,"Terrible build quality, not recommended at all. I've had it for 9 months.",Exceeded my expectations,2
Digital Camera,Canon,Photography,2022-10-17,Very pleased with this! Works as expected and easy to use. I've had it for 24 months.,Highly recommended,4
Gaming Headset,Razer,Electronics,2023-04-19,Completely disappointed. It broke after minimal use. I've had it for 13 months.,"Meh, just okay",5
Digital Camera,Canon,Photography,2022-07-07,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 11 months.",Excellent quality!,4
Smart Thermostat,Nest,Smart Home,2023-01-17,This exceeded my expectations! The design and performance are outstanding. I've had it for 15 months.,Excellent quality!,2
Robot Vacuum,iRobot,Home Appliances,2023-04-24,This product has been amazing. I use it every day with no issues. I've had it for 4 months.,Not worth it,3
Robot Vacuum,iRobot,Home Appliances,2022-01-01,"Terrible build quality, not recommended at all. I've had it for 23 months.",Excellent quality!,5
Espresso Machine,Breville,Home Appliances,2023-06-07,This product has been amazing. I use it every day with no issues. I've had it for 24 months.,"Meh, just okay",2
Smart TV,Samsung,Electronics,2022-05-24,Very pleased with this! Works as expected and easy to use. I've had it for 10 months.,Terrible experience,1
Robot Vacuum,iRobot,Home Appliances,2023-05-14,Does the job but not as well as I had hoped. Could be improved. I've had it for 15 months.,Good but not great,5
Gaming Headset,Razer,Electronics,2023-09-02,This product has been amazing. I use it every day with no issues. I've had it for 19 months.,Not worth it,4
Wireless Keyboard,Logitech,Accessories,2023-07-24,Does the job but not as well as I had hoped. Could be improved. I've had it for 16 months.,Very disappointed,1
Gaming Headset,Razer,Electronics,2023-03-19,"Terrible build quality, not recommended at all. I've had it for 4 months.",Exceeded my expectations,2
Smart Thermostat,Nest,Smart Home,2022-04-06,Very pleased with this! Works as expected and easy to use. I've had it for 17 months.,"Meh, just okay",2
Electric Toothbrush,Oral-B,Health & Personal Care,2022-07-29,This exceeded my expectations! The design and performance are outstanding. I've had it for 13 months.,Exceeded my expectations,4
Espresso Machine,Breville,Home Appliances,2023-11-30,Completely disappointed. It broke after minimal use. I've had it for 23 months.,Good but not great,3
Wireless Keyboard,Logitech,Accessories,2023-05-28,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 2 months.",Would not buy again,4
Electric Toothbrush,Oral-B,Health & Personal Care,2022-02-22,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 13 months.",Would not buy again,3
Digital Camera,Canon,Photography,2023-03-08,"Terrible build quality, not recommended at all. I've had it for 17 months.",Would not buy again,3
Wireless Keyboard,Logitech,Accessories,2022-07-20,Does the job but not as well as I had hoped. Could be improved. I've had it for 10 months.,"Meh, just okay",4
Electric Toothbrush,Oral-B,Health & Personal Care,2023-09-18,Very pleased with this! Works as expected and easy to use. I've had it for 2 months.,Not worth it,1
Electric Toothbrush,Oral-B,Health & Personal Care,2022-05-12,Does the job but not as well as I had hoped. Could be improved. I've had it for 14 months.,Not worth it,1
Smart Thermostat,Nest,Smart Home,2022-07-23,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 11 months.",Very disappointed,5
Digital Camera,Canon,Photography,2023-12-31,Very pleased with this! Works as expected and easy to use. I've had it for 14 months.,Good but not great,3
Wireless Keyboard,Logitech,Accessories,2022-05-15,Completely disappointed. It broke after minimal use. I've had it for 22 months.,Fantastic product!,5
Digital Camera,Canon,Photography,2023-09-02,Very pleased with this! Works as expected and easy to use. I've had it for 24 months.,Very disappointed,4
Gaming Headset,Razer,Electronics,2022-07-17,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 5 months.",Good but not great,1
Digital Camera,Canon,Photography,2023-09-12,This product has been amazing. I use it every day with no issues. I've had it for 21 months.,Excellent quality!,5
Smart Thermostat,Nest,Smart Home,2023-04-18,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 19 months.",Excellent quality!,3
Espresso Machine,Breville,Home Appliances,2023-03-27,Very pleased with this! Works as expected and easy to use. I've had it for 4 months.,Not worth it,5
Espresso Machine,Breville,Home Appliances,2022-10-22,"Terrible build quality, not recommended at all. I've had it for 5 months.",Not worth it,4
Gaming Headset,Razer,Electronics,2023-10-06,"Terrible build quality, not recommended at all. I've had it for 17 months.",Fantastic product!,1
Digital Camera,Canon,Photography,2022-12-14,This exceeded my expectations! The design and performance are outstanding. I've had it for 2 months.,Not worth it,3
Wireless Keyboard,Logitech,Accessories,2022-11-26,This product has been amazing. I use it every day with no issues. I've had it for 8 months.,Excellent quality!,2
Smart TV,Samsung,Electronics,2022-05-04,This exceeded my expectations! The design and performance are outstanding. I've had it for 3 months.,Good but not great,3
Robot Vacuum,iRobot,Home Appliances,2023-09-26,This exceeded my expectations! The design and performance are outstanding. I've had it for 11 months.,Fantastic product!,4
Digital Camera,Canon,Photography,2023-04-18,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 22 months.",Fantastic product!,3
Espresso Machine,Breville,Home Appliances,2022-08-29,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 16 months.",Highly recommended,4
Fitness Tracker,Fitbit,Wearables,2022-07-18,"Terrible build quality, not recommended at all. I've had it for 1 months.",Highly recommended,1
Robot Vacuum,iRobot,Home Appliances,2022-06-05,Decent product but not worth the price. I expected better durability. I've had it for 6 months.,Good but not great,5
Wireless Keyboard,Logitech,Accessories,2022-09-11,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 2 months.",Very disappointed,3
Fitness Tracker,Fitbit,Wearables,2023-07-01,This exceeded my expectations! The design and performance are outstanding. I've had it for 4 months.,Very disappointed,2
Electric Toothbrush,Oral-B,Health & Personal Care,2023-05-20,Very pleased with this! Works as expected and easy to use. I've had it for 14 months.,Very disappointed,4
Gaming Headset,Razer,Electronics,2022-04-23,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 11 months.",Exceeded my expectations,1
Digital Camera,Canon,Photography,2023-04-02,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 17 months.",Excellent quality!,3
Electric Toothbrush,Oral-B,Health & Personal Care,2023-03-23,Very pleased with this! Works as expected and easy to use. I've had it for 22 months.,Highly recommended,4
Espresso Machine,Breville,Home Appliances,2022-09-09,Completely disappointed. It broke after minimal use. I've had it for 1 months.,Exceeded my expectations,4
Electric Toothbrush,Oral-B,Health & Personal Care,2023-03-22,This product has been amazing. I use it every day with no issues. I've had it for 1 months.,Would not buy again,1
Wireless Keyboard,Logitech,Accessories,2022-08-09,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 4 months.",Exceeded my expectations,2
Robot Vacuum,iRobot,Home Appliances,2022-09-01,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 10 months.",Good but not great,3
Espresso Machine,Breville,Home Appliances,2022-02-09,This product has been amazing. I use it every day with no issues. I've had it for 19 months.,Excellent quality!,3
Gaming Headset,Razer,Electronics,2022-02-02,Completely disappointed. It broke after minimal use. I've had it for 23 months.,Terrible experience,3
Smart Thermostat,Nest,Smart Home,2023-03-07,This product has been amazing. I use it every day with no issues. I've had it for 3 months.,Not worth it,2
Smart TV,Samsung,Electronics,2022-04-21,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 23 months.",Would not buy again,2
Espresso Machine,Breville,Home Appliances,2022-08-08,This exceeded my expectations! The design and performance are outstanding. I've had it for 19 months.,Very disappointed,5
Electric Toothbrush,Oral-B,Health & Personal Care,2022-05-07,Very pleased with this! Works as expected and easy to use. I've had it for 14 months.,Fantastic product!,2
Digital Camera,Canon,Photography,2022-06-07,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 23 months.",Highly recommended,3
Espresso Machine,Breville,Home Appliances,2023-09-11,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 22 months.",Would not buy again,1
Digital Camera,Canon,Photography,2022-03-23,Does the job but not as well as I had hoped. Could be improved. I've had it for 16 months.,Highly recommended,5
Wireless Keyboard,Logitech,Accessories,2022-10-03,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 2 months.",Excellent quality!,4
Espresso Machine,Breville,Home Appliances,2023-04-19,Decent product but not worth the price. I expected better durability. I've had it for 14 months.,Very disappointed,4
Digital Camera,Canon,Photography,2022-04-20,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 16 months.",Terrible experience,1
Wireless Keyboard,Logitech,Accessories,2023-10-14,Very pleased with this! Works as expected and easy to use. I've had it for 23 months.,Would not buy again,1
Smart TV,Samsung,Electronics,2022-12-04,Does the job but not as well as I had hoped. Could be improved. I've had it for 6 months.,"Meh, just okay",2
Wireless Keyboard,Logitech,Accessories,2022-10-24,Completely disappointed. It broke after minimal use. I've had it for 14 months.,Not worth it,1
Fitness Tracker,Fitbit,Wearables,2023-07-21,This product has been amazing. I use it every day with no issues. I've had it for 2 months.,Terrible experience,5
Smart Thermostat,Nest,Smart Home,2023-07-18,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 16 months.",Highly recommended,2
Wireless Keyboard,Logitech,Accessories,2022-12-19,Completely disappointed. It broke after minimal use. I've had it for 23 months.,Terrible experience,1
Electric Toothbrush,Oral-B,Health & Personal Care,2022-06-12,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 6 months.",Very disappointed,3
Robot Vacuum,iRobot,Home Appliances,2022-03-08,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 14 months.",Terrible experience,3
Smart TV,Samsung,Electronics,2023-03-15,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 11 months.",Exceeded my expectations,3
Espresso Machine,Breville,Home Appliances,2022-08-10,Decent product but not worth the price. I expected better durability. I've had it for 10 months.,Good but not great,1
Wireless Keyboard,Logitech,Accessories,2022-06-05,Completely disappointed. It broke after minimal use. I've had it for 3 months.,Not worth it,2
Wireless Keyboard,Logitech,Accessories,2022-01-11,"Terrible build quality, not recommended at all. I've had it for 8 months.",Terrible experience,2
Electric Toothbrush,Oral-B,Health & Personal Care,2023-10-15,Completely disappointed. It broke after minimal use. I've had it for 14 months.,"Meh, just okay",5
Fitness Tracker,Fitbit,Wearables,2023-12-13,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 21 months.",Fantastic product!,3
Gaming Headset,Razer,Electronics,2023-06-12,"Terrible build quality, not recommended at all. I've had it for 2 months.",Fantastic product!,3
Wireless Keyboard,Logitech,Accessories,2022-10-06,Decent product but not worth the price. I expected better durability. I've had it for 1 months.,Terrible experience,1
Laptop Backpack,Samsonite,Luggage & Travel,2023-10-06,Does the job but not as well as I had hoped. Could be improved. I've had it for 13 months.,Exceeded my expectations,1
Fitness Tracker,Fitbit,Wearables,2023-08-27,This exceeded my expectations! The design and performance are outstanding. I've had it for 13 months.,Terrible experience,1
Espresso Machine,Breville,Home Appliances,2023-01-10,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 2 months.",Not worth it,5
Digital Camera,Canon,Photography,2023-09-15,This product has been amazing. I use it every day with no issues. I've had it for 7 months.,Exceeded my expectations,4
Electric Toothbrush,Oral-B,Health & Personal Care,2023-05-07,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 17 months.",Terrible experience,5
Espresso Machine,Breville,Home Appliances,2023-06-30,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 9 months.",Good but not great,2
Fitness Tracker,Fitbit,Wearables,2022-01-11,Does the job but not as well as I had hoped. Could be improved. I've had it for 3 months.,Highly recommended,3
Robot Vacuum,iRobot,Home Appliances,2023-09-29,This product has been amazing. I use it every day with no issues. I've had it for 7 months.,Highly recommended,1
Robot Vacuum,iRobot,Home Appliances,2023-11-03,"Terrible build quality, not recommended at all. I've had it for 10 months.",Would not buy again,1
Fitness Tracker,Fitbit,Wearables,2023-04-19,This product has been amazing. I use it every day with no issues. I've had it for 24 months.,Excellent quality!,1
Fitness Tracker,Fitbit,Wearables,2022-10-21,"Terrible build quality, not recommended at all. I've had it for 10 months.",Would not buy again,4
Robot Vacuum,iRobot,Home Appliances,2023-10-19,This exceeded my expectations! The design and performance are outstanding. I've had it for 3 months.,Very disappointed,2
Gaming Headset,Razer,Electronics,2023-07-27,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 16 months.",Terrible experience,3
Electric Toothbrush,Oral-B,Health & Personal Care,2023-06-04,Very pleased with this! Works as expected and easy to use. I've had it for 16 months.,Excellent quality!,2
Digital Camera,Canon,Photography,2022-07-11,"Terrible build quality, not recommended at all. I've had it for 5 months.",Very disappointed,2
Wireless Keyboard,Logitech,Accessories,2023-12-13,Completely disappointed. It broke after minimal use. I've had it for 17 months.,Very disappointed,5
Smart TV,Samsung,Electronics,2022-01-16,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 13 months.","Meh, just okay",4
Gaming Headset,Razer,Electronics,2022-06-26,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 24 months.",Would not buy again,2
Smart Thermostat,Nest,Smart Home,2022-03-08,This exceeded my expectations! The design and performance are outstanding. I've had it for 8 months.,Would not buy again,1
Espresso Machine,Breville,Home Appliances,2022-12-30,Completely disappointed. It broke after minimal use. I've had it for 1 months.,Highly recommended,3
Robot Vacuum,iRobot,Home Appliances,2023-04-09,Decent product but not worth the price. I expected better durability. I've had it for 8 months.,Highly recommended,1
Espresso Machine,Breville,Home Appliances,2023-07-16,This product has been amazing. I use it every day with no issues. I've had it for 5 months.,Not worth it,4
Fitness Tracker,Fitbit,Wearables,2023-04-26,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 21 months.",Fantastic product!,2
Digital Camera,Canon,Photography,2023-07-27,"Terrible build quality, not recommended at all. I've had it for 14 months.",Not worth it,2
Laptop Backpack,Samsonite,Luggage & Travel,2023-01-15,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 17 months.",Would not buy again,4
Espresso Machine,Breville,Home Appliances,2022-07-09,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 16 months.","Meh, just okay",2
Laptop Backpack,Samsonite,Luggage & Travel,2022-07-30,Completely disappointed. It broke after minimal use. I've had it for 16 months.,Exceeded my expectations,4
Espresso Machine,Breville,Home Appliances,2022-03-29,"Terrible build quality, not recommended at all. I've had it for 23 months.",Exceeded my expectations,1
Wireless Keyboard,Logitech,Accessories,2023-10-30,Does the job but not as well as I had hoped. Could be improved. I've had it for 19 months.,Would not buy again,2
Smart Thermostat,Nest,Smart Home,2023-01-22,Completely disappointed. It broke after minimal use. I've had it for 21 months.,Highly recommended,1
Robot Vacuum,iRobot,Home Appliances,2023-03-01,Decent product but not worth the price. I expected better durability. I've had it for 22 months.,Very disappointed,4
Robot Vacuum,iRobot,Home Appliances,2023-08-16,Very pleased with this! Works as expected and easy to use. I've had it for 10 months.,Highly recommended,3
Smart Thermostat,Nest,Smart Home,2023-01-01,Decent product but not worth the price. I expected better durability. I've had it for 1 months.,Very disappointed,5
Smart Thermostat,Nest,Smart Home,2022-10-21,This product has been amazing. I use it every day with no issues. I've had it for 4 months.,Fantastic product!,4
Laptop Backpack,Samsonite,Luggage & Travel,2022-11-14,Very pleased with this! Works as expected and easy to use. I've had it for 5 months.,Very disappointed,2
Digital Camera,Canon,Photography,2022-03-28,Very pleased with this! Works as expected and easy to use. I've had it for 19 months.,Very disappointed,3
Smart TV,Samsung,Electronics,2023-07-23,"Terrible build quality, not recommended at all. I've had it for 10 months.",Exceeded my expectations,5
Smart Thermostat,Nest,Smart Home,2023-08-20,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 13 months.",Not worth it,3
Smart TV,Samsung,Electronics,2023-08-27,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 24 months.",Fantastic product!,2
Laptop Backpack,Samsonite,Luggage & Travel,2022-01-12,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 21 months.","Meh, just okay",5
Digital Camera,Canon,Photography,2022-05-14,This exceeded my expectations! The design and performance are outstanding. I've had it for 6 months.,Would not buy again,1
Digital Camera,Canon,Photography,2023-02-04,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 9 months.","Meh, just okay",5
Gaming Headset,Razer,Electronics,2023-12-01,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 14 months.",Very disappointed,5
Wireless Keyboard,Logitech,Accessories,2023-11-20,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 18 months.",Good but not great,4
Smart Thermostat,Nest,Smart Home,2022-02-13,Does the job but not as well as I had hoped. Could be improved. I've had it for 5 months.,Not worth it,1
Wireless Keyboard,Logitech,Accessories,2022-09-16,Very pleased with this! Works as expected and easy to use. I've had it for 15 months.,Exceeded my expectations,3
Fitness Tracker,Fitbit,Wearables,2023-12-31,"Terrible build quality, not recommended at all. I've had it for 1 months.",Good but not great,4
Espresso Machine,Breville,Home Appliances,2023-12-05,Does the job but not as well as I had hoped. Could be improved. I've had it for 13 months.,Terrible experience,3
Espresso Machine,Breville,Home Appliances,2023-06-22,Very pleased with this! Works as expected and easy to use. I've had it for 5 months.,Would not buy again,5
Espresso Machine,Breville,Home Appliances,2023-04-09,"Terrible build quality, not recommended at all. I've had it for 5 months.","Meh, just okay",2
Laptop Backpack,Samsonite,Luggage & Travel,2023-09-20,This exceeded my expectations! The design and performance are outstanding. I've had it for 17 months.,Would not buy again,3
Smart TV,Samsung,Electronics,2022-02-10,"Terrible build quality, not recommended at all. I've had it for 11 months.",Exceeded my expectations,1
Gaming Headset,Razer,Electronics,2022-05-27,"Terrible build quality, not recommended at all. I've had it for 17 months.",Very disappointed,2
Laptop Backpack,Samsonite,Luggage & Travel,2022-06-08,Decent product but not worth the price. I expected better durability. I've had it for 23 months.,Not worth it,2
Smart Thermostat,Nest,Smart Home,2022-12-19,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 12 months.",Excellent quality!,4
Digital Camera,Canon,Photography,2022-03-08,Very pleased with this! Works as expected and easy to use. I've had it for 14 months.,Would not buy again,3
Wireless Keyboard,Logitech,Accessories,2022-10-10,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 3 months.",Terrible experience,4
Laptop Backpack,Samsonite,Luggage & Travel,2023-07-29,Decent product but not worth the price. I expected better durability. I've had it for 21 months.,Fantastic product!,2
Laptop Backpack,Samsonite,Luggage & Travel,2023-02-15,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 7 months.","Meh, just okay",4
Smart TV,Samsung,Electronics,2023-12-28,Very pleased with this! Works as expected and easy to use. I've had it for 8 months.,Highly recommended,5
Smart TV,Samsung,Electronics,2022-09-17,"Terrible build quality, not recommended at all. I've had it for 20 months.",Not worth it,4
Electric Toothbrush,Oral-B,Health & Personal Care,2023-10-30,Does the job but not as well as I had hoped. Could be improved. I've had it for 22 months.,Would not buy again,4
Digital Camera,Canon,Photography,2023-06-26,Completely disappointed. It broke after minimal use. I've had it for 7 months.,Exceeded my expectations,2
Smart Thermostat,Nest,Smart Home,2023-06-13,Decent product but not worth the price. I expected better durability. I've had it for 24 months.,Fantastic product!,2
Smart Thermostat,Nest,Smart Home,2023-02-24,Very pleased with this! Works as expected and easy to use. I've had it for 24 months.,Highly recommended,5
Gaming Headset,Razer,Electronics,2023-08-18,This product has been amazing. I use it every day with no issues. I've had it for 20 months.,Excellent quality!,3
Smart Thermostat,Nest,Smart Home,2023-08-26,"Terrible build quality, not recommended at all. I've had it for 18 months.","Meh, just okay",3
Gaming Headset,Razer,Electronics,2023-07-22,Completely disappointed. It broke after minimal use. I've had it for 20 months.,Not worth it,1
Fitness Tracker,Fitbit,Wearables,2023-11-13,This product has been amazing. I use it every day with no issues. I've had it for 17 months.,Good but not great,1
Robot Vacuum,iRobot,Home Appliances,2022-09-11,"Terrible build quality, not recommended at all. I've had it for 5 months.",Good but not great,3
Wireless Keyboard,Logitech,Accessories,2023-12-01,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 18 months.",Very disappointed,5
Fitness Tracker,Fitbit,Wearables,2023-01-01,Very pleased with this! Works as expected and easy to use. I've had it for 14 months.,Highly recommended,4
Smart Thermostat,Nest,Smart Home,2023-01-31,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 24 months.",Highly recommended,3
Robot Vacuum,iRobot,Home Appliances,2023-02-08,Does the job but not as well as I had hoped. Could be improved. I've had it for 22 months.,Excellent quality!,1
Fitness Tracker,Fitbit,Wearables,2023-03-11,Decent product but not worth the price. I expected better durability. I've had it for 2 months.,Terrible experience,1
Smart Thermostat,Nest,Smart Home,2022-08-07,This exceeded my expectations! The design and performance are outstanding. I've had it for 13 months.,Fantastic product!,3
Digital Camera,Canon,Photography,2023-03-11,This exceeded my expectations! The design and performance are outstanding. I've had it for 17 months.,Terrible experience,2
Wireless Keyboard,Logitech,Accessories,2022-08-12,Completely disappointed. It broke after minimal use. I've had it for 13 months.,Good but not great,1
Fitness Tracker,Fitbit,Wearables,2023-02-21,Completely disappointed. It broke after minimal use. I've had it for 11 months.,Not worth it,4
Digital Camera,Canon,Photography,2023-08-07,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 12 months.",Not worth it,2
Laptop Backpack,Samsonite,Luggage & Travel,2023-05-27,Does the job but not as well as I had hoped. Could be improved. I've had it for 7 months.,Very disappointed,2
Electric Toothbrush,Oral-B,Health & Personal Care,2022-09-22,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 14 months.","Meh, just okay",1
Fitness Tracker,Fitbit,Wearables,2023-04-10,This exceeded my expectations! The design and performance are outstanding. I've had it for 17 months.,Not worth it,5
Wireless Keyboard,Logitech,Accessories,2023-10-10,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 21 months.",Would not buy again,2
Digital Camera,Canon,Photography,2022-05-09,Decent product but not worth the price. I expected better durability. I've had it for 17 months.,Excellent quality!,2
Smart TV,Samsung,Electronics,2023-06-29,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 8 months.",Exceeded my expectations,2
Fitness Tracker,Fitbit,Wearables,2022-03-07,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 15 months.",Not worth it,5
Wireless Keyboard,Logitech,Accessories,2023-01-06,Does the job but not as well as I had hoped. Could be improved. I've had it for 19 months.,Would not buy again,3
Laptop Backpack,Samsonite,Luggage & Travel,2023-11-30,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 24 months.",Exceeded my expectations,1
Gaming Headset,Razer,Electronics,2022-07-25,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 9 months.",Exceeded my expectations,3
Smart Thermostat,Nest,Smart Home,2023-03-08,"Terrible build quality, not recommended at all. I've had it for 22 months.",Very disappointed,5
Smart TV,Samsung,Electronics,2023-12-25,"Terrible build quality, not recommended at all. I've had it for 6 months.",Very disappointed,1
Smart TV,Samsung,Electronics,2023-04-08,Very pleased with this! Works as expected and easy to use. I've had it for 20 months.,"Meh, just okay",2
Gaming Headset,Razer,Electronics,2022-05-07,Very pleased with this! Works as expected and easy to use. I've had it for 4 months.,Fantastic product!,1
Fitness Tracker,Fitbit,Wearables,2022-11-09,This exceeded my expectations! The design and performance are outstanding. I've had it for 16 months.,Excellent quality!,1
